name,terminology,code,term,code_type
stroke,SNOMED,16026951000119102,Cerebrovascular accident due to stenosis of right carotid artery (disorder),1
stroke,SNOMED,90099008,Subcortical leukoencephalopathy,1
stroke,SNOMED,915141931000119109,Cerebrovascular accident due to embolism of basilar artery (disorder),1
stroke,SNOMED,91601000119109,Sequela of thrombotic stroke (disorder),1
stroke,SNOMED,92341000119107,Weakness of extremities as sequela of stroke (disorder),1
stroke,SNOMED,939885431000119109,Cerebrovascular accident due to embolism of bilateral middle cerebral arteries (disorder),1
stroke,SNOMED,95453001,Subdural intracranial hematoma (disorder),1
stroke,SNOMED,95454007,Brain stem hemorrhage,1
stroke,SNOMED,95457000,Brain stem infarction,1
stroke,SNOMED,95460007,Cerebellar infarction,1
stroke,SNOMED,957319791000119104,Cerebrovascular accident due to thrombosis of left cerebellar artery (disorder),1
stroke,SNOMED,95830009,Pituitary infarction (disorder),1
stroke,SNOMED,97531000119106,History of parietal cerebrovascular accident (situation),2
stroke,SNOMED,9901000119100,Occlusion of cerebral artery with stroke (disorder),1
stroke,SNOMED,99051000119101,History of lacunar cerebrovascular accident (situation),2
stroke,SNOMED,991898981000119108,Chronic nontraumatic intracranial subdural hematoma (disorder),2
stroke,SNOMED,99451000119105,Cerebral infarction due to stenosis of carotid artery (disorder),1
PVD,ICD10,I70,Atherosclerosis,2
PVD,ICD10,I71,Aortic aneurysm and dissection,1
CHD,SNOMED,896690007," Occlusion of circumflex branch of left coronary artery (disorder)""                           ",1
CHD,SNOMED,1197364005," Idiopathic spontaneous coronary artery dissection (disorder)""                               ",1
CHD,SNOMED,1204127004," Chronic dissection of coronary artery (disorder)""                                           ",2
CHD,SNOMED,1204153007," Acute dissection of coronary artery (disorder)""                                             ",1
CHD,SNOMED,1254660006," Stenosis of marginal branch of right coronary artery (disorder)""                            ",2
CHD,SNOMED,1269257006," Arteriosclerosis of nonautologous biological coronary artery bypass graft (disorder)""       ",2
CHD,SNOMED,44761000087104," Occlusion of distal portion of circumflex branch of left coronary artery (disorder)""    ",1
CHD,SNOMED,44771000087108," Occlusion of mid portion of circumflex branch of left coronary artery (disorder)""       ",1
CHD,SNOMED,44781000087105," Occlusion of obtuse marginal branch of circumflex branch of left coronary artery (di...""",1
CHD,SNOMED,44791000087107," Occlusion of posterior lateral branch of circumflex branch of left coronary artery (...""",1
CHD,SNOMED,44801000087106," Occlusion of proximal portion of circumflex branch of left coronary artery (disorder)""  ",1
CHD,SNOMED,117051000119103," Chronic total occlusion of coronary artery (disorder)""                                 ",2
CHD,SNOMED,194863005,Atrial septal defect as current complication following acute myocardial infarction,1
CHD,SNOMED,194865003,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction,1
CHD,SNOMED,194866002,Rupture of chordae tendinae as current complication following acute myocardial infarction,1
CHD,SNOMED,194867006,Rupture of papillary muscle as current complication following acute myocardial infarction,1
CHD,SNOMED,194868001,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",1
CHD,SNOMED,22298006,Myocardial infarction,1
CHD,SNOMED,233825009,Acute Q wave infarction - anteroseptal (disorder),1
CHD,SNOMED,233826005,Acute non-Q wave infarction - anteroseptal (disorder),1
CHD,SNOMED,233827001,Acute Q wave infarction - anterolateral (disorder),1
CHD,SNOMED,233828006,Acute non-Q wave infarction - anterolateral (disorder),1
CHD,SNOMED,233829003,Acute Q wave infarction - inferior (disorder),1
CHD,SNOMED,233830008,Acute non-Q wave infarction - inferior (disorder),1
stroke,SNOMED,1163482004,Hemorrhagic cerebral infarction caused by Aspergillus (disorder),1
stroke,SNOMED,117776611000119102,Cerebrovascular accident due to occlusion of left posterior communicating artery (disorder),1
stroke,SNOMED,118951000119103,History of thrombotic stroke without residual deficits (situation),2
stroke,SNOMED,118961000119101,History of hemorrhagic cerebrovascular accident without residual deficits (situation),2
stroke,SNOMED,118971000119107,History of embolic stroke without deficits (situation),2
stroke,SNOMED,1204125007,Cryptogenic spontaneous subarachnoid hemorrhage of brain (disorder),1
stroke,SNOMED,1208871009,Transient ischemic attack co-occurrent with subarachnoid hemorrhage (disorder),2
stroke,SNOMED,12204031000119101,Cerebrovascular accident following procedure on heart (disorder),1
stroke,SNOMED,12237911000119109,Amaurosis fugax of left eye (disorder),2
stroke,SNOMED,12237951000119105,Amaurosis fugax of right eye (disorder),2
stroke,SNOMED,12242711000119109,Weakness of left facial muscle due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,12242751000119105,Weakness of right facial muscle due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,1231168008,Malignant middle cerebral artery syndrome (disorder),1
stroke,SNOMED,12367511000119101,Paraplegia due to and following cerebrovascular accident (disorder),1
stroke,SNOMED,125081000119106,Cerebral infarction due to occlusion of precerebral artery,1
stroke,SNOMED,1258879002,Intracranial hemorrhage following administration of thrombolytic agent (disorder),1
stroke,SNOMED,1260271009,Hemorrhagic cerebral infarction due to hypertension (disorder),1
stroke,SNOMED,1269237007,Cerebrovascular accident due to thrombosis of anterior cerebral artery (disorder),1
stroke,SNOMED,1269248000,Cerebrovascular accident due to occlusion of anterior choroidal artery (disorder),1
stroke,SNOMED,1269555002,Non-traumatic hemorrhage of subarachnoid space from vertebral artery (disorder),1
stroke,SNOMED,426814001,Transient cerebral ischemia due to atrial fibrillation (disorder),2
stroke,SNOMED,426983002,Infarction of medulla oblongata,1
stroke,SNOMED,427065003,Monoplegia of dominant upper limb as a late effect of cerebrovascular accident (disorder),1
stroke,SNOMED,427296003,Thalamic infarction (disorder),1
stroke,SNOMED,427432001,Paralytic syndrome as late effect of thalamic stroke (disorder),1
stroke,SNOMED,428268007,Epidural intracranial hematoma (disorder),1
stroke,SNOMED,428275008,History of subdural hematoma,2
stroke,SNOMED,428561000,Occipital subdural hematoma (disorder),1
stroke,SNOMED,429235008,History of cardioembolic stroke (situation),2
stroke,SNOMED,429743002,Occipital extradural hematoma (disorder),1
stroke,SNOMED,429993008,History of cerebrovascular accident without residual deficits (situation),2
stroke,SNOMED,430947007,Paralytic syndrome of nondominant side as late effect of stroke (disorder),1
stroke,SNOMED,430959006,Paralytic syndrome of dominant side as late effect of stroke (disorder),1
stroke,SNOMED,431266005,Intraparenchymal hematoma of brain (disorder),1
stroke,SNOMED,432504007,Cerebral infarction,1
stroke,SNOMED,433183000,Neurogenic bladder as late effect of cerebrovascular accident (disorder),1
stroke,SNOMED,440140008,History of cerebrovascular accident with residual deficit (situation),2
stroke,SNOMED,440665006,Compensatory behavior related to unilateral stroke deficit (observable entity),1
stroke,SNOMED,441526008,Infarct of cerebrum due to iatrogenic cerebrovascular accident (disorder),1
stroke,SNOMED,441894009,Monoplegia of nondominant lower limb as a late effect of cerebrovascular accident (disorder),1
stroke,SNOMED,441960006,Speech and language deficit as late effect of cerebrovascular accident (disorder),1
stroke,SNOMED,441991000,Hemiparesis as late effect of cerebrovascular accident (disorder),1
stroke,SNOMED,442181008,Monoplegia of nondominant upper limb as a late effect of cerebrovascular accident (disorder),1
stroke,SNOMED,442212003,Residual cognitive deficit as late effect of cerebrovascular accident (disorder),1
stroke,SNOMED,724993002,Cerebral ischemic stroke due to occlusion of extracranial large artery (disorder),1
stroke,SNOMED,724994008,Cerebral ischemic stroke due to stenosis of extracranial large artery (disorder),1
stroke,SNOMED,725132001,Ischemic stroke without residual deficits (disorder),1
stroke,SNOMED,72986009,Acute hemorrhagic leukoencephalitis (disorder),1
stroke,SNOMED,73020009,Cerebral hemisphere hemorrhage (disorder),1
stroke,SNOMED,732330391000119107,Cerebrovascular accident due to embolism of bilateral vertebral arteries (disorder),1
stroke,SNOMED,732923001,Hemorrhage of medulla oblongata,1
stroke,SNOMED,733199002,Multifocal cerebral infarction due to and following procedure on cardiovascular system (disorder),1
stroke,SNOMED,734383005,Thrombosis of left middle cerebral artery,1
stroke,SNOMED,734384004,Thrombosis of right middle cerebral artery,1
stroke,SNOMED,734961002,Embolus of left posterior cerebral artery,1
stroke,SNOMED,734963004,Embolus of right posterior cerebral artery,1
stroke,SNOMED,734964005,Embolus of left middle cerebral artery,1
stroke,SNOMED,734965006,Embolus of right middle cerebral artery,1
stroke,SNOMED,737160009,Dissection of basilar artery (disorder),1
stroke,SNOMED,738779002,Spontaneous intracranial hemorrhage (disorder),1
stroke,SNOMED,75038005,Cerebellar hemorrhage,1
stroke,SNOMED,751371000000107,Personal history of transient ischaemic attack (situation),2
stroke,SNOMED,75543006,Cerebral embolism,1
stroke,SNOMED,759291281000119108,Acute nontraumatic intracranial subdural hematoma (disorder),1
stroke,SNOMED,361000119103,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident (disorder),1
stroke,SNOMED,371040005,Thrombotic stroke,1
stroke,SNOMED,371041009,Embolic stroke,1
stroke,SNOMED,373606000,Occlusive stroke,1
stroke,SNOMED,384430101000119103,Cerebrovascular accident due to embolism of right carotid artery (disorder),1
stroke,SNOMED,384993003,Periventricular hemorrhagic venous infarct (disorder),1
stroke,SNOMED,38595071000119104,Cerebrovascular accident due to thrombosis of right posterior cerebral artery (disorder),1
stroke,SNOMED,397809001,Nontraumatic extradural intracranial hemorrhage (disorder),1
stroke,SNOMED,40161000119102,Weakness of face muscles as sequela of stroke (disorder),1
stroke,SNOMED,413102000,Infarction of basal ganglia,1
stroke,SNOMED,413758000,Cardioembolic stroke,1
stroke,SNOMED,417506008,Hemorrhagic stroke monitoring (regime/therapy),2
stroke,SNOMED,422504002,Ischemic stroke (disorder),1
stroke,SNOMED,42429001,Cerebromeningeal hemorrhage (disorder),1
stroke,SNOMED,425642008,Monoplegia of dominant lower limb as a late effect of cerebrovascular accident (disorder),1
stroke,SNOMED,425882004,Paralytic syndrome as late effect of stroke (disorder),1
stroke,SNOMED,425957003,Non-traumatic intracerebral ventricular hemorrhage (disorder),1
stroke,SNOMED,426033005,Dysphagia as a late effect of cerebrovascular accident (disorder),1
stroke,SNOMED,426107000,Acute lacunar infarction,1
stroke,SNOMED,426788002,Vertigo as late effect of stroke (disorder),1
stroke,SNOMED,674111000119100,Ataxia due to and following ischemic cerebrovascular accident (disorder),1
stroke,SNOMED,674121000119107,Ataxia due to and following hemorrhagic cerebrovascular accident (disorder),1
stroke,SNOMED,674161000119102,Monoplegia of upper limb due to and following ischemic cerebrovascular accident (disorder),1
stroke,SNOMED,674361000119104,Apraxia due to and following ischemic cerebrovascular accident (disorder),1
stroke,SNOMED,674371000119105,Weakness of facial muscle due to and following hemorrhagic cerebrovascular accident (disorder),1
stroke,SNOMED,674381000119108,Weakness of facial muscle due to and following ischemic cerebrovascular accident (disorder),1
stroke,SNOMED,674391000119106,Speech and language deficit due to and following hemorrhagic cerebrovascular accident (disorder),1
stroke,SNOMED,674401000119108,Speech and language deficit due to and following ischemic cerebrovascular accident (disorder),1
stroke,SNOMED,690051000119100,History of cerebellar stroke (situation),2
stroke,SNOMED,690171000119105,Weakness of facial muscle due to and following embolic cerebrovascular accident (disorder),1
stroke,SNOMED,690201000119109,Ataxia due to and following embolic cerebrovascular accident (disorder),1
stroke,SNOMED,690271000119104,Hemiplegia of nondominant side due to and following embolic cerebrovascular accident (disorder),1
stroke,SNOMED,690301000119102,Fluency disorder due to and following embolic cerebrovascular accident (disorder),1
stroke,SNOMED,690311000119104,Dysarthria due to and following embolic cerebrovascular accident (disorder),1
stroke,SNOMED,690321000119106,Aphasia due to and following embolic cerebrovascular accident (disorder),1
stroke,SNOMED,690331000119109,Speech and language deficit due to and following embolic cerebrovascular accident (disorder),1
stroke,SNOMED,690341000119100,Cognitive deficit due to and following embolic cerebrovascular accident (disorder),1
stroke,SNOMED,690351000119103,Dysphasia due to and following embolic cerebrovascular accident (disorder),1
stroke,SNOMED,703156006,Deep hemispheric cerebral hemorrhage (disorder),1
stroke,SNOMED,703174002,Subarachnoid hemorrhage from vertebral artery aneurysm (disorder),1
stroke,SNOMED,329371000119101,Cerebrovascular accident due to occlusion of left middle cerebral artery by embolus,1
stroke,SNOMED,329421000119107,Cerebrovascular accident due to occlusion of right posterior cerebral artery by embolus,1
stroke,SNOMED,329431000119105,Cerebrovascular accident due to occlusion of left posterior cerebral artery by embolus,1
stroke,SNOMED,329451000119104,Cerebrovascular accident due to occlusion of right cerebellar artery by embolus (disorder),1
stroke,SNOMED,329461000119102,Cerebrovascular accident due to occlusion of left cerebellar artery by embolus,1
stroke,SNOMED,329481000119106,Occlusion of right middle cerebral artery,1
stroke,SNOMED,329491000119109,Occlusion of left middle cerebral artery,1
stroke,SNOMED,329561000119101,Occlusion of right posterior cerebral artery,1
stroke,SNOMED,329571000119107,Occlusion of left posterior cerebral artery,1
stroke,SNOMED,329641000119104,Cerebrovascular accident due to thrombus of basilar artery,1
stroke,SNOMED,329651000119102,Cerebrovascular accident due to thrombus of right carotid artery,1
stroke,SNOMED,330411000119109,Lacunar ataxic hemiparesis of left nondominant side,1
stroke,SNOMED,330421000119102,Lacunar ataxic hemiparesis of right nondominant side,1
stroke,SNOMED,330791000119108,Cerebrovascular accident due to thrombus of left carotid artery,1
stroke,SNOMED,33301000119105,Sequela of cardioembolic stroke (disorder),1
stroke,SNOMED,33331000119103,Sequela of lacunar stroke (disorder),1
stroke,SNOMED,34181000119102,Cerebral infarction due to occlusion of basilar artery (disorder),1
stroke,SNOMED,34191000119104,Cerebral infarction due to vertebral artery occlusion (disorder),1
stroke,SNOMED,346674811000119104,Cerebrovascular accident due to occlusion of bilateral cerebellar arteries (disorder),1
stroke,SNOMED,35486000,Subdural intracranial hemorrhage (disorder),1
CHD,SNOMED,139971000119106," Thrombosis of coronary artery bypass graft (disorder)""                                 ",1
CHD,SNOMED,285141000119106," Arteriosclerosis of autologous arterial coronary artery bypass graft (disorder)""       ",2
CHD,SNOMED,285151000119108," Arteriosclerosis of autologous coronary artery bypass graft (disorder)""                ",2
CHD,SNOMED,11018701000119100," Coronary arteriosclerosis after percutaneous coronary angioplasty (disorder)""        ",2
CHD,SNOMED,16025471000119100," Aneurysm of coronary artery due to and following acute febrile mucocutaneous lymp...""",1
CHD,SNOMED,16891151000119100," Coronary artery disease due to type 2 diabetes mellitus (disorder)""                  ",2
CHD,SNOMED,16891191000119100," Coronary artery disease due to type 1 diabetes mellitus (disorder)""   ",2
CHD,SNOMED,441541008,Takotsubo cardiomyopathy,1
CHD,SNOMED,32574007,"Past myocardial infarction diagnosed on electrocardiogram AND/OR other special investigation, but currently presenting no symptoms (disorder)",1
CHD,SNOMED,281091000,Ischemic myocardial dysfunction (disorder),2
CHD,SNOMED,697976003,Microvascular ischemia of myocardium (disorder),1
CHD,SNOMED,712866001,Resting ischemia co-occurrent and due to ischemic heart disease (disorder),2
CHD,SNOMED,11018701000119109,Coronary arteriosclerosis after percutaneous coronary angioplasty,2
CHD,SNOMED,139011000119104,Coronary arteriosclerosis following coronary artery bypass graft,2
CHD,SNOMED,16891191000119108,Coronary artery disease due to type 1 diabetes mellitus,2
CHD,SNOMED,16891151000119103,Coronary artery disease due to type 2 diabetes mellitus,2
CHD,SNOMED,420006002,Obliterative coronary artery disease,2
CHD,SNOMED,421327009,Coronary artery stent thrombosis,1
CHD,SNOMED,28248000,Left anterior descending coronary artery thrombosis,1
CHD,SNOMED,56276002,Left main coronary artery thrombosis,1
CHD,SNOMED,10365005,Right main coronary artery thrombosis,1
CHD,SNOMED,103011000119106,Coronary arteriosclerosis in patient with history of previous myocardial infarction,2
CHD,SNOMED,285721000119104,History of acute ST segment elevation myocardial infarction,2
CHD,SNOMED,387785661000119105,History of myocardial infarction due to atherothrombotic coronary artery disease,2
CHD,SNOMED,233831007,Acute Q wave infarction - inferolateral (disorder),1
CHD,SNOMED,233832000,Acute non-Q wave infarction - inferolateral (disorder),1
CHD,SNOMED,233833005,Acute Q wave infarction - lateral (disorder),1
CHD,SNOMED,233834004,Acute non-Q wave infarction - lateral (disorder),1
CHD,SNOMED,233835003,Acute widespread myocardial infarction (disorder),1
CHD,SNOMED,233838001,Acute posterior myocardial infarction,1
CHD,SNOMED,233843008,Silent myocardial infarction,1
CHD,SNOMED,233846000,Ventricular septal defect as current complication following acute myocardial infarction,1
CHD,SNOMED,233847009,Cardiac rupture after acute myocardial infarction,1
CHD,SNOMED,285991000119100,Acute ST segment elevation myocardial infarction involving left main coronary artery (disorder),1
CHD,SNOMED,304914007,Acute Q wave myocardial infarction,1
CHD,SNOMED,307140009,Acute non-Q wave infarction,1
CHD,SNOMED,703164000,Acute ST segment elevation myocardial infarction of anterior wall (disorder),1
CHD,SNOMED,703209002,Subsequent ST segment elevation myocardial infarction of inferior wall (disorder),1
CHD,SNOMED,703211006,Subsequent ST segment elevation myocardial infarction (disorder),1
CHD,SNOMED,703213009,Acute ST segment elevation myocardial infarction of inferior wall (disorder),1
CHD,SNOMED,703360004,Subsequent non-ST segment elevation myocardial infarction (disorder),1
CHD,SNOMED,70422006,Acute subendocardial infarction,1
CHD,SNOMED,73795002,Acute myocardial infarction of inferior wall,1
CHD,SNOMED,76593002,Acute myocardial infarction of inferoposterior wall,1
CHD,SNOMED,79009004,Acute myocardial infarction of septum,1
CHD,SNOMED,53741008,Coronary arteriosclerosis (disorder),2
CHD,SNOMED,92517006,Calcific coronary arteriosclerosis (disorder),2
CHD,SNOMED,194821006,Coronary thrombosis not resulting in myocardial infarction (disorder),0
CHD,SNOMED,1255258007,Stenosis of distal portion of circumflex branch of left coronary artery ,2
CHD,SNOMED,1255257002,Stenosis of mid portion of circumflex branch of left coronary artery ,2
CHD,SNOMED,1255624007,Stenosis of ostium of circumflex branch of left coronary artery,2
CHD,SNOMED,1255256006,Stenosis of proximal portion of circumflex branch of left coronary artery ,2
CHD,SNOMED,1255264000,Stenosis of coronary intermediate artery ,2
CHD,SNOMED,1254664002,Stenosis of diagonal branch of anterior descending branch of left coronary artery,2
CHD,SNOMED,876857001,Stenosis of left coronary artery main stem ,2
CHD,SNOMED,1255621004,Stenosis of distal segment of left coronary artery main stem,2
CHD,SNOMED,1255622006,Stenosis of mid segment of left coronary artery main stem,2
CHD,SNOMED,1255189004,Stenosis of left posterior descending circumflex coronary arter,2
CHD,SNOMED,1255188007,Stenosis of left posterior lateral branch of circumflex branch of left coronary artery,2
CHD,SNOMED,1255187002,Stenosis of obtuse marginal branch of circumflex branch of left coronary artery,2
HF,SNOMED,15629591000119103,Congestive heart failure stage B due to ischemic cardiomyopathy (disorder),1
HF,SNOMED,15629641000119107,Systolic heart failure stage B due to ischemic cardiomyopathy (disorder),1
HF,SNOMED,16838951000119100,Acute on chronic right-sided congestive heart failure (disorder),1
HF,SNOMED,698296002,Acute exacerbation of chronic congestive heart failure (disorder),1
HF,SNOMED,898208007,Heart failure due to thyrotoxicosis (disorder),1
HF,SNOMED,153941000119100,Chronic combined systolic and diastolic heart failure (disorder),2
Angina,SNOMED,371811008,Recurrent angina status post rotational atherectomy,1
Angina,SNOMED,16754391000119100,Stable angina due to coronary arteriosclerosis,2
Angina,SNOMED,791000119109,Angina due to type 2 diabetes mellitus,1
Angina,SNOMED,15960381000119109,Angina co-occurrent and due to arteriosclerosis of coronary artery bypass graft (disorde),1
Angina,SNOMED,15960581000119102,Angina co-occurrent and due to arteriosclerosis of autologous vein coronary artery bypass graft,1
CHD,SNOMED,42531007,Microinfarct of heart,1
CHD,SNOMED,428196007,Mixed myocardial ischemia and infarction (disorder),1
CHD,SNOMED,428752002,Recent myocardial infarction (situation),1
CHD,SNOMED,52035003,Acute anteroapical myocardial infarction,1
CHD,SNOMED,54329005,Acute myocardial infarction of anterior wall,1
CHD,SNOMED,57054005,Acute myocardial infarction,1
CHD,SNOMED,58612006,Acute myocardial infarction of lateral wall,1
CHD,SNOMED,62695002,Acute anteroseptal myocardial infarction,1
CHD,SNOMED,65547006,Acute myocardial infarction of inferolateral wall,1
CHD,SNOMED,66189004,Postmyocardial infarction syndrome,1
CHD,SNOMED,698593009,History of non-ST segment elevation myocardial infarction (situation),2
CHD,SNOMED,70211005,Acute myocardial infarction of anterolateral wall,1
HF,SNOMED,1264003007,Acute right ventricular failure following incision of heart (disorder),1
HF,SNOMED,15629741000119100,Systolic heart failure stage C due to ischemic cardiomyopathy (disorder),1
HF,SNOMED,35928006,Nocturnal angina (disorder),1
HF,SNOMED,59021001,Angina decubitus (disorder),1
stroke,ICD10,G450,Vertebro-basilar artery syndrome,2
stroke,ICD10,G451,Carotid artery syndrome (hemispheric),2
stroke,ICD10,G452,Multiple and bilateral precerebral artery syndromes,2
stroke,ICD10,G453,Amaurosis fugax,2
stroke,ICD10,G454,Transient global amnesia,2
stroke,ICD10,G458,Other transient cerebral ischaemic attacks and related syndromes,2
stroke,ICD10,G459,"Transient cerebral ischaemic attack, unspecified",2
stroke,ICD10,G460,Middle cerebral artery syndrome,1
CHD,SNOMED,233836002,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction,1
CHD,SNOMED,233837006,Rupture of chordae tendinae due to and following acute myocardial infarction,1
CHD,SNOMED,282006,Rupture of papillary muscle as current complication following acute myocardial infarction,1
CHD,SNOMED,285981000119103,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery,1
CHD,SNOMED,30277009,Myocardial infarction,1
CHD,SNOMED,413444003,Acute Q wave infarction - anteroseptal,1
CHD,SNOMED,41466009,Acute non-Q wave infarction - anteroseptal,1
CHD,SNOMED,418044006,Acute Q wave infarction - anterolateral,1
CHD,SNOMED,429391004,Acute Q wave infarction - inferior,1
CHD,SNOMED,59063002,Acute non-Q wave infarction - lateral,1
CHD,SNOMED,63670007,Acute Q wave infarction - widespread,1
CHD,SNOMED,64627002,Acute non-Q wave infarction - widespread,1
CHD,SNOMED,12238111000119106,Acute ST segment elevation myocardial infarction of inferolateral wall,1
CHD,SNOMED,15712841000119100,Acute ST segment elevation myocardial infarction of posterolateral wall,1
CHD,SNOMED,15712961000119108,Acute ST segment elevation myocardial infarction of anteroseptal wall,1
CHD,SNOMED,15713041000119103,Acute ST segment elevation myocardial infarction of posterior wall,1
CHD,SNOMED,15713081000119108,Acute ST segment elevation myocardial infarction due to left coronary artery occlusion,1
CHD,SNOMED,15713121000119105,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion,1
CHD,SNOMED,15713161000119100,Acute ST segment elevation myocardial infarction of septum,1
CHD,SNOMED,15713201000119105,Acute ST segment elevation myocardial infarction of posterobasal wall,1
CHD,SNOMED,15960981000119105,Mural thrombus of left ventricle following acute myocardial infarction,1
CHD,SNOMED,16837681000119104,Acute myocardial infarction of posterolateral wall,1
CHD,SNOMED,17531000119105,Myocardial infarction due to demand ischemia,1
CHD,SNOMED,23311000119105,Atrial septal defect due to and following acute myocardial infarction,1
CHD,SNOMED,308065005,H/O: Myocardial infarction in last year,1
CHD,SNOMED,311792005,Postoperative transmural myocardial infarction of anterior wall,1
CHD,SNOMED,311793000,Postoperative transmural myocardial infarction of inferior wall,1
CHD,SNOMED,311796008,Postoperative subendocardial myocardial infarction,1
CHD,SNOMED,314207007,Non-Q wave myocardial infarction (disorder),1
CHD,SNOMED,371068009,Myocardial infarction with complication (disorder),1
CHD,SNOMED,394659003,Acute coronary syndrome (disorder),1
CHD,SNOMED,394710008,First myocardial infarction (disorder),1
CHD,SNOMED,398274000,Coronary artery thrombosis (disorder),1
CHD,SNOMED,399211009,History of - myocardial infarction (context-dependent category),2
CHD,SNOMED,401303003,Acute ST segment elevation myocardial infarction (disorder),1
CHD,SNOMED,401314000,Acute non-ST segment elevation myocardial infarction (disorder),1
CHD,SNOMED,840313007," Occlusion of mid portion of anterior descending branch of left coronary artery (disorder)""   ",1
CHD,SNOMED,840315000," Occlusion of distal portion of anterior descending branch of left coronary artery (disorder)""",1
CHD,SNOMED,840608004," Occlusion of anterior descending branch of left coronary artery (disorder)""                  ",1
CHD,SNOMED,840679006," Occlusion of septal branch of anterior descending branch of left coronary artery (disorder)"" ",1
CHD,SNOMED,846667001," Occlusion of diagonal branch of anterior descending branch of left coronary artery (disor...""",1
CHD,SNOMED,846684007," Occlusion of intermediate artery (disorder)""                                                 ",1
CHD,SNOMED,868215007," Occlusion of proximal portion of right coronary artery (disorder)""                           ",1
CHD,SNOMED,868216008," Occlusion of distal portion of right coronary artery (disorder)""                             ",1
CHD,SNOMED,868219001," Occlusion of mid portion of right coronary artery (disorder)""                                ",1
CHD,SNOMED,868221006," Occlusion of marginal branch of right coronary artery (disorder)""                            ",1
CHD,SNOMED,868222004," Occlusion of posterior descending branch of right coronary artery (disorder)""                ",1
CHD,SNOMED,868223009," Occlusion of posterior lateral branch of right coronary artery (disorder)""                   ",1
CHD,SNOMED,703165004,Cardiac rupture due to and following acute myocardial infarction,1
CHD,SNOMED,703210007,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery,1
CHD,SNOMED,703212004,Rupture of ventricle due to acute myocardial infarction,1
CHD,SNOMED,703251009,Acute Q wave myocardial infarction,1
CHD,SNOMED,703252002,Acute non-Q wave infarction,1
CHD,SNOMED,703253007,Postoperative transmural myocardial infarction of anterior wall,1
CHD,SNOMED,703326006,Postoperative transmural myocardial infarction of inferior wall,1
CHD,SNOMED,703328007,Postoperative subendocardial myocardial infarction,1
CHD,SNOMED,703330009,Non-Q wave myocardial infarction,1
CHD,SNOMED,70998009,Myocardial infarction with complication,1
CHD,SNOMED,71023004,Acute coronary syndrome,1
CHD,SNOMED,736978009,First myocardial infarction,1
HF,SNOMED,703275009,Heart failure with reduced ejection fraction due to cardiomyopathy (disorder),1
HF,SNOMED,703276005,Heart failure with reduced ejection fraction due to heart valve disease (disorder),1
HF,SNOMED,717840005,Congestive heart failure stage B (disorder),1
HF,SNOMED,788950000,Heart failure with mid range ejection fraction (disorder),1
HF,SNOMED,7381000175100,Reduced ejection fraction co-occurrent and due to chronic heart failure (disorder),2
HF,SNOMED,7391000175102,Reduced ejection fraction co-occurrent and due to acute heart failure (disorder),1
HF,SNOMED,7411000175102,Chronic heart failure co-occurrent with normal ejection fraction (disorder),2
CHD,SNOMED,868225002,Acute ST segment elevation myocardial infarction due to occlusion of posterior descending branch of right coronary artery,1
CHD,SNOMED,868226001,Acute ST segment elevation myocardial infarction due to occlusion of posterior lateral branch of right coronary artery,1
CHD,SNOMED,896691006,Acute ST segment elevation myocardial infarction due to occlusion of circumflex branch of left coronary artery,1
CHD,SNOMED,896696001,Acute ST segment elevation myocardial infarction of apex of heart,1
CHD,SNOMED,896697005,Acute ST segment elevation myocardial infarction of right ventricle,1
CHD,SNOMED,896689003,Acute myocardial infarction due to occlusion of circumflex branch of left coronary artery,1
CHD,SNOMED,726499301000119105,Myocardial infarction due to atherothrombotic coronary artery disease,1
CHD,SNOMED,879955009,Myocardial infarction with non-obstructive coronary artery,1
CHD,SNOMED,233885007,Post-infarction pericarditis,1
CHD,SNOMED,429673002,Arteriosclerosis of coronary artery bypass graft,2
CHD,SNOMED,724431008,Atherosclerosis of autologous coronary artery bypass graft,2
CHD,SNOMED,723862008,Atherosclerosis of non-autologous coronary artery bypass graft,2
CHD,SNOMED,713405002,Subacute ischemic heart disease (disorder),1
CHD,SNOMED,723858002,Ventricular aneurysm due to and following acute myocardial infarction (disorder),1
CHD,SNOMED,868214006,Acute ST segment elevation myocardial infarction due to occlusion of proximal portion of right coronary artery (disorder),1
CHD,SNOMED,16528621000119102,Rupture of interventricular septum following acute myocardial infarction (disorder),1
ARR,ICD10,I440,"Atrioventricular block, first degree",2
ARR,ICD10,I441,"Atrioventricular block, second degree",2
ARR,ICD10,I442,"Atrioventricular block, complete",1
ARR,ICD10,I443,Other and unspecified atrioventricular block,2
stroke,ICD10,G461,Anterior cerebral artery syndrome,1
stroke,ICD10,G462,Posterior cerebral artery syndrome,2
stroke,ICD10,G463,Brain stem stroke syndrome,1
stroke,ICD10,G464,Cerebellar stroke syndrome,1
